ISTAT,Provincia,Comune,CC,Titolare,Indirizzo,Settore_merc_non_alim,Sup_alimentari,Sup_non_alimentari,Sup_Totale,Anno
12133,VA,Varese,NO,UNIEURO SRL,VIA SAFFI 88,B,5.00,2595.00,2600.00,2023
12130,VA,Uboldo,NO,SAN CASTRIZIANO PETROLI SRL,CASCINA REGUSELLA,D,0.00,6030.00,6030.00,2005
12130,VA,Uboldo,NO,SAN CASTRIZIANO PETROLI SRL,CASCINA REGUSELLA,D,0.00,6030.00,6030.00,2006
12130,VA,Uboldo,NO,SAN CASTRIZIANO PETROLI SRL,CASCINA REGUSELLA,D,0.00,6030.00,6030.00,2007
12130,VA,Uboldo,NO,SAN CASTRIZIANO PETROLI SRL,CASCINA REGUSELLA,D,0.00,6030.00,6030.00,2008
12130,VA,Uboldo,NO,SAN CASTRIZIANO PETROLI SRL,CASCINA REGUSELLA,D,0.00,6030.00,6030.00,2009
12130,VA,Uboldo,NO,SAN CASTRIZIANO PETROLI SRL,CASCINA REGUSELLA,D,0.00,6030.00,6030.00,2010
12130,VA,Uboldo,NO,SAN CASTRIZIANO PETROLI SRL,CASCINA REGUSELLA,D,0.00,6030.00,6030.00,2011
12130,VA,Uboldo,NO,SAN CASTRIZIANO PETROLI SRL,CASCINA REGUSELLA,D,0.00,6030.00,6030.00,2012
12130,VA,Uboldo,NO,IMMOBILIARE REGOSELLA SRL,CASCINA REGUSELLA,D,0.00,6030.00,6030.00,2013
12130,VA,Uboldo,NO,IMMOBILIARE REGOSELLA SRL,CASCINA REGUSELLA,D,0.00,6030.00,6030.00,2014
12130,VA,Uboldo,NO,REINA RICCARDO,"VIA QUATTRO NOVEMBRE, 6",,0.00,9990.00,9990.00,2019
12130,VA,Uboldo,NO,REINA RICCARDO,"VIA QUATTRO NOVEMBRE, 6",,0.00,9990.00,9990.00,2020
12130,VA,Uboldo,NO,REINA RICCARDO,"VIA QUATTRO NOVEMBRE, 6",,0.00,9990.00,9990.00,2021
12130,VA,Uboldo,NO,REINA RICCARDO,"VIA QUATTRO NOVEMBRE, 6",,0.00,9990.00,9990.00,2022
12130,VA,Uboldo,NO,REINA RICCARDO,"VIA QUATTRO NOVEMBRE, 6",,0.00,9990.00,9990.00,2023
12127,VA,Tradate,SI,NOVACOOP SC (*),VIA MONTE SAN MICHELE 69/71,,1753.00,3747.00,5500.00,2016
12127,VA,Tradate,SI,ATT SRL (*),VIA FORNACE,,0.00,8200.00,8200.00,2016
12127,VA,Tradate,SI,NOVACOOP SC,VIA MONTE SAN MICHELE 69/71,,1753.00,3747.00,5500.00,2017
12127,VA,Tradate,SI,ATT SRL,VIA FORNACE,,0.00,8200.00,8200.00,2017
12127,VA,Tradate,SI,NOVACOOP SC,VIA MONTE SAN MICHELE 69/71,,1753.00,3747.00,5500.00,2018
12127,VA,Tradate,SI,NISIRO SRL,VIA DELLA VORNACE CORTELLEZZI,,10.00,8190.00,8200.00,2018
12127,VA,Tradate,SI,NISIRO SRL,VIA DELLA FORNACE CORTELLEZZI,,1010.00,14366.00,15376.00,2019
12127,VA,Tradate,SI,NOVACOOP SC,VIA MONTE SAN MICHELE 69/71,,1753.00,3747.00,5500.00,2019
12127,VA,Tradate,SI,NOVACOOP SC,VIA MONTE SAN MICHELE 69/71,,1753.00,3747.00,5500.00,2020
12127,VA,Tradate,SI,NISIRO SRL,VIA DELLA FORNACE CORTELLEZZI,,1010.00,14366.00,15376.00,2020
12127,VA,Tradate,SI,NISIRO SRL,VIA DELLA FORNACE CORTELLEZZI,,1010.00,14366.00,15376.00,2021
12127,VA,Tradate,SI,NOVACOOP SC,VIA MONTE SAN MICHELE 69/71,,1753.00,3747.00,5500.00,2021
12127,VA,Tradate,SI,NISIRO SRL,VIA DELLA FORNACE CORTELLEZZI,,1010.00,14366.00,15376.00,2022
12127,VA,Tradate,SI,NOVACOOP SC,VIA MONTE SAN MICHELE 69/71,,1753.00,3747.00,5500.00,2022
12127,VA,Tradate,SI,NISIRO SRL,VIA DELLA FORNACE CORTELLEZZI,,1010.00,14366.00,15376.00,2023
12127,VA,Tradate,SI,NOVACOOP SC,VIA MONTE SAN MICHELE 69/71,,1758.00,3742.00,5500.00,2023
12123,VA,Somma Lombardo,NO,IL GIGANTE SPA,"V. SORAGANA, 1",B,1745.00,6255.00,8000.00,2005
12123,VA,Somma Lombardo,NO,IL GIGANTE SPA,"V. SORAGANA, 1",B,1745.00,6255.00,8000.00,2006
12123,VA,Somma Lombardo,NO,IL GIGANTE SPA,"V. SORAGANA, 1",B,1745.00,6255.00,8000.00,2007
12123,VA,Somma Lombardo,NO,IL GIGANTE SPA,"V. SORAGANA, 1",B,1745.00,6255.00,8000.00,2008
12123,VA,Somma Lombardo,NO,IL GIGANTE SPA,"V. SORAGANA, 1",B,1745.00,6255.00,8000.00,2009
12123,VA,Somma Lombardo,SI,IL GIGANTE S.P.A,"VIA SORAGNA, 1",,1960.00,7533.00,9493.00,2010
12123,VA,Somma Lombardo,SI,IL GIGANTE S.P.A,"VIA SORAGNA, 1",,1960.00,7533.00,9493.00,2011
12123,VA,Somma Lombardo,SI,IL GIGANTE S.P.A,"VIA SORAGNA, 1",,1960.00,7533.00,9493.00,2012
12123,VA,Somma Lombardo,SI,IL GIGANTE S.P.A,"VIA SORAGNA, 1",,1960.00,7533.00,9493.00,2013
12123,VA,Somma Lombardo,SI,IL GIGANTE S.P.A,"VIA SORAGNA, 1",,1960.00,7533.00,9493.00,2014
12123,VA,Somma Lombardo,SI,IL GIGANTE S.P.A,"VIA SORAGNA, 1",,1960.00,7533.00,9493.00,2015
12123,VA,Somma Lombardo,SI,IL GIGANTE S.P.A,"VIA SORAGNA, 1",,1960.00,7533.00,9493.00,2016
12123,VA,Somma Lombardo,SI,IL GIGANTE S.P.A,"VIA SORAGNA, 1",,1960.00,7533.00,9493.00,2017
12123,VA,Somma Lombardo,SI,IL GIGANTE S.P.A,"VIA SORAGNA, 1",,1960.00,7533.00,9493.00,2018
12123,VA,Somma Lombardo,SI,RIALTO S.P.A,"VIA SORAGNA, 1",,1960.00,7533.00,9493.00,2019
12123,VA,Somma Lombardo,SI,RIALTO S.P.A,"VIA SORAGNA, 1",,1960.00,7533.00,9493.00,2020
12123,VA,Somma Lombardo,SI,RIALTO S.P.A,"VIA SORAGNA, 1",,1960.00,7533.00,9493.00,2021
12123,VA,Somma Lombardo,SI,RIALTO S.P.A,"VIA SORAGNA, 1",,1960.00,7533.00,9493.00,2022
12123,VA,Somma Lombardo,SI,RIALTO S.P.A,"VIA SORAGNA, 1",,1960.00,7533.00,9493.00,2023
12122,VA,Solbiate Olona,NO,FACIB DI CORTESI & C SPA,"VIA PER FAGNANO, 11",A,0.00,1800.00,1800.00,2005
12122,VA,Solbiate Olona,SI,IPER MONTEBELLO SPA,VIA PER BUSTO ARSIZIO 11,,5000.00,6682.00,11682.00,2005
12122,VA,Solbiate Olona,NO,FACIB DI CORTESI & C SPA,"VIA PER FAGNANO, 11",A,0.00,1800.00,1800.00,2006
12122,VA,Solbiate Olona,SI,IPER MONTEBELLO SPA,VIA PER BUSTO ARSIZIO 11,,5000.00,6682.00,11682.00,2006
12122,VA,Solbiate Olona,NO,FACIB DI CORTESI & C SPA,"VIA PER FAGNANO, 11",A,0.00,1800.00,1800.00,2007
12122,VA,Solbiate Olona,SI,IPER MONTEBELLO SPA,VIA PER BUSTO ARSIZIO 11,,5000.00,6682.00,11682.00,2007
12122,VA,Solbiate Olona,NO,FACIB DI CORTESI & C SPA,"VIA PER FAGNANO, 11",A,0.00,1800.00,1800.00,2008
12122,VA,Solbiate Olona,SI,IPER MONTEBELLO SPA,VIA PER BUSTO ARSIZIO 11,,5000.00,6682.00,11682.00,2008
12122,VA,Solbiate Olona,NO,FACIB DI CORTESI & C SPA,"VIA PER FAGNANO, 11",A,0.00,1800.00,1800.00,2009
12122,VA,Solbiate Olona,SI,IPER MONTEBELLO SPA,VIA PER BUSTO ARSIZIO 11,,5000.00,6682.00,11682.00,2009
12122,VA,Solbiate Olona,NO,FACIB DI CORTESI & C SPA,"VIA PER FAGNANO, 11",A,0.00,1800.00,1800.00,2010
12122,VA,Solbiate Olona,SI,IPER MONTEBELLO SPA,VIA PER BUSTO ARSIZIO 11,,5000.00,6682.00,11682.00,2010
12122,VA,Solbiate Olona,NO,FACIB DI CORTESI & C SPA,"VIA PER FAGNANO, 11",A,0.00,1800.00,1800.00,2011
12122,VA,Solbiate Olona,SI,IPER MONTEBELLO SPA,VIA PER BUSTO ARSIZIO 11,,5000.00,6682.00,11682.00,2011
12122,VA,Solbiate Olona,NO,FACIB DI CORTESI & C SPA,"VIA PER FAGNANO, 11",A,0.00,1800.00,1800.00,2012
12122,VA,Solbiate Olona,SI,IPER MONTEBELLO SPA,VIA PER BUSTO ARSIZIO 11,,5000.00,6682.00,11682.00,2012
12122,VA,Solbiate Olona,NO,FACIB DI CORTESI & C SPA,"VIA PER FAGNANO, 11",A,0.00,1800.00,1800.00,2013
12122,VA,Solbiate Olona,SI,IPER MONTEBELLO SPA,VIA PER BUSTO ARSIZIO 11,,5000.00,6682.00,11682.00,2013
12122,VA,Solbiate Olona,NO,FACIB DI CORTESI & C SPA,"VIA PER FAGNANO, 11",A,0.00,1800.00,1800.00,2014
12122,VA,Solbiate Olona,SI,IPER MONTEBELLO SPA,VIA PER BUSTO ARSIZIO 11,,5000.00,6682.00,11682.00,2014
12122,VA,Solbiate Olona,SI,IPER MONTEBELLO SPA,VIA PER BUSTO ARSIZIO 11,,5000.00,6682.00,11682.00,2015
12122,VA,Solbiate Olona,NO,FACIB DI CORTESI & C SPA,"VIA PER FAGNANO, 11",A,0.00,1800.00,1800.00,2015
12122,VA,Solbiate Olona,SI,IPER MONTEBELLO SPA,VIA PER BUSTO ARSIZIO 11,,5000.00,6682.00,11682.00,2016
12122,VA,Solbiate Olona,NO,FACIB DI CORTESI & C SPA,"VIA PER FAGNANO, 11",A,0.00,1800.00,1800.00,2016
12122,VA,Solbiate Olona,SI,IPER MONTEBELLO SPA,VIA PER BUSTO ARSIZIO 11,,5000.00,6682.00,11682.00,2017
12122,VA,Solbiate Olona,NO,FACIB DI CORTESI & C SPA,"VIA PER FAGNANO, 11",A,0.00,1800.00,1800.00,2017
12122,VA,Solbiate Olona,NO,FACIB DI CORTESI & C SPA,"VIA PER FAGNANO, 11",A,0.00,1800.00,1800.00,2018
12122,VA,Solbiate Olona,SI,IPER MONTEBELLO SPA,VIA PER BUSTO ARSIZIO 11,,5000.00,6682.00,11682.00,2018
12122,VA,Solbiate Olona,SI,IPER MONTEBELLO SPA,VIA PER BUSTO ARSIZIO 11,,5000.00,6682.00,11682.00,2019
12122,VA,Solbiate Olona,NO,FACIB DI CORTESI & C SPA,"VIA PER FAGNANO, 11",A,0.00,1800.00,1800.00,2019
12122,VA,Solbiate Olona,SI,IPER MONTEBELLO SPA,VIA PER BUSTO ARSIZIO 11,,5000.00,6682.00,11682.00,2020
12122,VA,Solbiate Olona,NO,FACIB DI CORTESI & C SPA,"VIA PER FAGNANO, 11",A,0.00,1800.00,1800.00,2020
12122,VA,Solbiate Olona,SI,IPER MONTEBELLO SPA,VIA PER BUSTO ARSIZIO 11,,5000.00,6682.00,11682.00,2021
12122,VA,Solbiate Olona,NO,FACIB DI CORTESI & C SPA,"VIA PER FAGNANO, 11",A,0.00,1800.00,1800.00,2021
12122,VA,Solbiate Olona,SI,IPER MONTEBELLO SPA,VIA PER BUSTO ARSIZIO 11,,5000.00,6682.00,11682.00,2022
12122,VA,Solbiate Olona,NO,FACIB DI CORTESI & C SPA,"VIA PER FAGNANO, 11",A,0.00,1800.00,1800.00,2022
12122,VA,Solbiate Olona,SI,IPER MONTEBELLO SPA,VIA PER BUSTO ARSIZIO 11,,5000.00,6682.00,11682.00,2023
12122,VA,Solbiate Olona,NO,FACIB DI CORTESI & C SPA,"VIA PER FAGNANO, 11",A,0.00,1800.00,1800.00,2023
12121,VA,Solbiate Arno,NO,S.I.B. SPA,"VIA DEL LAVORO, 40",D,0.00,9840.00,9840.00,2005
12121,VA,Solbiate Arno,NO,SIB,"VIA DEL LAVORO, 40",D,0.00,9840.00,9840.00,2006
12121,VA,Solbiate Arno,NO,LEROY MERLIN ITALIA SRL,"VIA DEL LAVORO, 40",D,0.00,9840.00,9840.00,2007
12121,VA,Solbiate Arno,NO,LEROY MERLIN ITALIA SRL,"VIA DEL LAVORO, 40",D,0.00,9840.00,9840.00,2008
12121,VA,Solbiate Arno,SI,TIGROS SPA,VIA DEL LAVORO,,1950.00,2050.00,4000.00,2008
12121,VA,Solbiate Arno,NO,LEROY MERLIN ITALIA SRL,"VIA DEL LAVORO, 40",D,0.00,9840.00,9840.00,2009
12121,VA,Solbiate Arno,SI,TIGROS SPA,VIA,,1950.00,2050.00,4000.00,2009
12121,VA,Solbiate Arno,NO,LEROY MERLIN ITALIA SRL,"VIA DEL LAVORO, 40",D,0.00,9840.00,9840.00,2010
12121,VA,Solbiate Arno,SI,TIGROS SPA,VIA DEL LAVORO N. 45,,1950.00,2050.00,4000.00,2010
12121,VA,Solbiate Arno,NO,LEROY MERLIN ITALIA SRL,"VIA DEL LAVORO, 40",D,0.00,9840.00,9840.00,2011
12121,VA,Solbiate Arno,SI,TIGROS SPA,VIA DEL LAVORO N. 45,,1950.00,2050.00,4000.00,2011
12121,VA,Solbiate Arno,NO,LEROY MERLIN ITALIA SRL,"VIA DEL LAVORO, 40",D,0.00,9840.00,9840.00,2012
12121,VA,Solbiate Arno,SI,TIGROS SPA,VIA DEL LAVORO N. 45,,1950.00,2050.00,4000.00,2012
12121,VA,Solbiate Arno,NO,LEROY MERLIN ITALIA SRL,"VIA DEL LAVORO, 40",D,0.00,9840.00,9840.00,2013
12121,VA,Solbiate Arno,SI,TIGROS SPA,VIA DEL LAVORO N. 45,,1950.00,2050.00,4000.00,2013
12121,VA,Solbiate Arno,NO,LEROY MERLIN ITALIA SRL,"VIA DEL LAVORO, 40",D,0.00,9840.00,9840.00,2014
12121,VA,Solbiate Arno,SI,TIGROS SPA,VIA DEL LAVORO N. 45,,1950.00,2050.00,4000.00,2014
12121,VA,Solbiate Arno,SI,TIGROS SPA,VIA DEL LAVORO N. 45,,1950.00,2050.00,4000.00,2015
12121,VA,Solbiate Arno,NO,LEROY MERLIN ITALIA SRL,"VIA DEL LAVORO, 40",D,0.00,9840.00,9840.00,2015
12121,VA,Solbiate Arno,SI,TIGROS SPA,VIA DEL LAVORO N. 45,,1950.00,2050.00,4000.00,2016
12121,VA,Solbiate Arno,NO,LEROY MERLIN ITALIA SRL,"VIA DEL LAVORO, 40",D,0.00,9840.00,9840.00,2016
12121,VA,Solbiate Arno,SI,TIGROS SPA,VIA DEL LAVORO N. 45,,1950.00,2050.00,4000.00,2017
12121,VA,Solbiate Arno,NO,LEROY MERLIN ITALIA SRL,"VIA DEL LAVORO, 40",D,0.00,9840.00,9840.00,2017
12121,VA,Solbiate Arno,SI,TIGROS SPA,VIA DEL LAVORO N. 45,,1950.00,2050.00,4000.00,2018
12121,VA,Solbiate Arno,NO,LEROY MERLIN ITALIA SRL,"VIA DEL LAVORO, 40",D,0.00,9840.00,9840.00,2018
12121,VA,Solbiate Arno,SI,TIGROS SPA,VIA DEL LAVORO N. 45,,1950.00,2050.00,4000.00,2019
12121,VA,Solbiate Arno,NO,LEROY MERLIN ITALIA SRL,"VIA DEL LAVORO, 40",D,0.00,9840.00,9840.00,2019
12121,VA,Solbiate Arno,SI,TIGROS SPA,VIA DEL LAVORO N. 45,,1950.00,2050.00,4000.00,2020
12121,VA,Solbiate Arno,NO,LEROY MERLIN ITALIA SRL,"VIA DEL LAVORO, 40",D,0.00,9840.00,9840.00,2020
12121,VA,Solbiate Arno,SI,TIGROS SPA,VIA DEL LAVORO N. 45,,1950.00,2050.00,4000.00,2021
12121,VA,Solbiate Arno,NO,LEROY MERLIN ITALIA SRL,"VIA DEL LAVORO, 40",D,0.00,9840.00,9840.00,2021
12121,VA,Solbiate Arno,SI,TIGROS SPA,VIA DEL LAVORO N. 45,,1950.00,2050.00,4000.00,2022
12121,VA,Solbiate Arno,NO,LEROY MERLIN ITALIA SRL,"VIA DEL LAVORO, 40",D,0.00,9840.00,9840.00,2022
12121,VA,Solbiate Arno,SI,TIGROS SPA,VIA DEL LAVORO N. 45,,1950.00,2050.00,4000.00,2023
12121,VA,Solbiate Arno,NO,LEROY MERLIN ITALIA SRL,"VIA DEL LAVORO, 40",D,0.00,9840.00,9840.00,2023
12120,VA,Sesto Calende,NO,ESSELUNGA SPA,VIA V.VENETO 15/19,,2380.00,690.00,3070.00,2017
12120,VA,Sesto Calende,NO,ESSELUNGA SPA,VIA V.VENETO 15/19,,2380.00,690.00,3070.00,2018
12120,VA,Sesto Calende,NO,ESSELUNGA SPA,VIA V.VENETO 15/19,,2380.00,690.00,3070.00,2019
12120,VA,Sesto Calende,NO,ESSELUNGA SPA,VIA V.VENETO 15/19,,2380.00,690.00,3070.00,2020
12120,VA,Sesto Calende,NO,ESSELUNGA SPA,VIA V.VENETO 15/19,,2380.00,690.00,3070.00,2021
12120,VA,Sesto Calende,NO,ESSELUNGA SPA,VIA V.VENETO 15/19,,2380.00,690.00,3070.00,2022
12120,VA,Sesto Calende,NO,ESSELUNGA SPA,VIA V.VENETO 15/19,,2380.00,690.00,3070.00,2023
12119,VA,Saronno,NO,ESSELUNGA SPA,"VIA NOVARA, 50/52",,2760.00,0.00,2760.00,2005
12119,VA,Saronno,NO,ESSELUNGA SPA,"VIA NOVARA, 50/52",,2760.00,0.00,2760.00,2006
12119,VA,Saronno,NO,ESSELUNGA SPA,"VIA NOVARA, 50/52",,2550.00,1350.00,3900.00,2007
12119,VA,Saronno,NO,ESSELUNGA SPA,"VIA NOVARA, 50/52",,2550.00,1350.00,3900.00,2008
12119,VA,Saronno,NO,ESSELUNGA SPA,"VIA NOVARA, 50/52",,2550.00,1350.00,3900.00,2009
12119,VA,Saronno,NO,ESSELUNGA SPA,"VIA NOVARA, 50/52",,2550.00,1350.00,3900.00,2010
12119,VA,Saronno,NO,ESSELUNGA SPA,"VIA NOVARA, 50/52",,2550.00,1350.00,3900.00,2011
12119,VA,Saronno,NO,ESSELUNGA SPA,"VIA NOVARA, 50/52",,2550.00,1350.00,3900.00,2012
12119,VA,Saronno,NO,ESSELUNGA SPA,"VIA NOVARA, 50/52",,2550.00,1350.00,3900.00,2013
12119,VA,Saronno,NO,ESSELUNGA SPA,"VIA NOVARA, 50/52",,2550.00,1350.00,3900.00,2014
12119,VA,Saronno,NO,ESSELUNGA SPA,"VIA NOVARA, 50/52",,2550.00,1350.00,3900.00,2015
12119,VA,Saronno,NO,ESSELUNGA SPA,"VIA NOVARA, 50/52",,2550.00,1350.00,3900.00,2016
12119,VA,Saronno,NO,ESSELUNGA SPA,"VIA NOVARA, 50/52",,2550.00,1350.00,3900.00,2017
12119,VA,Saronno,NO,ESSELUNGA SPA,"VIA NOVARA, 50/52",,2550.00,1350.00,3900.00,2018
12119,VA,Saronno,NO,ESSELUNGA SPA,"VIA NOVARA, 50/52",,2550.00,1350.00,3900.00,2019
12119,VA,Saronno,NO,ESSELUNGA SPA,"VIA NOVARA, 50/52",,2550.00,1350.00,3900.00,2020
12119,VA,Saronno,NO,ESSELUNGA SPA,"VIA NOVARA, 50/52",,2550.00,1350.00,3900.00,2021
12119,VA,Saronno,NO,ESSELUNGA SPA,"VIA NOVARA, 50/52",,2550.00,1350.00,3900.00,2022
12119,VA,Saronno,NO,ESSELUNGA SPA,"VIA NOVARA, 50/52",,2550.00,1350.00,3900.00,2023
12108,VA,Olgiate Olona,NO,CORTI SRL,"VIA DELLA REPUBBLICA, 5",A,0.00,2979.00,2979.00,2005
12108,VA,Olgiate Olona,NO,ESSELUNGA SPA,"VIA FAGNANO, 10",,3250.00,0.00,3250.00,2005
12108,VA,Olgiate Olona,NO,CORTI SRL,"VIA DELLA REPUBBLICA, 5",A,0.00,2979.00,2979.00,2006
12108,VA,Olgiate Olona,NO,ESSELUNGA SPA,"VIA FAGNANO, 10",,3250.00,0.00,3250.00,2006
12108,VA,Olgiate Olona,NO,CORTI SRL,"VIA DELLA REPUBBLICA, 5",A,0.00,3425.00,3425.00,2007
12108,VA,Olgiate Olona,NO,ESSELUNGA SPA,"VIA FAGNANO, 10",,2985.00,1390.00,4375.00,2007
12108,VA,Olgiate Olona,NO,CORTI SRL,"VIA DELLA REPUBBLICA, 5",A,0.00,3425.00,3425.00,2008
12108,VA,Olgiate Olona,NO,ESSELUNGA SPA,"VIA FAGNANO, 10",,2985.00,1390.00,4375.00,2008
12108,VA,Olgiate Olona,NO,CORTI SRL,"VIA DELLA REPUBBLICA, 5",A,0.00,3425.00,3425.00,2009
12108,VA,Olgiate Olona,NO,ESSELUNGA SPA,"VIA FAGNANO, 10",,2985.00,1390.00,4375.00,2009
12108,VA,Olgiate Olona,NO,CORTI SRL,"VIA DELLA REPUBBLICA, 5",A,0.00,3425.00,3425.00,2010
12108,VA,Olgiate Olona,NO,ESSELUNGA SPA,"VIA FAGNANO, 10",,2985.00,1390.00,4375.00,2010
12108,VA,Olgiate Olona,NO,CORTI SRL,"VIA DELLA REPUBBLICA, 5",A,0.00,3425.00,3425.00,2011
12108,VA,Olgiate Olona,NO,ESSELUNGA SPA,"VIA FAGNANO, 10",,2985.00,1390.00,4375.00,2011
12108,VA,Olgiate Olona,NO,CORTI SRL,"VIA DELLA REPUBBLICA, 5",A,0.00,3425.00,3425.00,2012
12108,VA,Olgiate Olona,NO,ESSELUNGA SPA,"VIA FAGNANO, 10",,2985.00,1390.00,4375.00,2012
12108,VA,Olgiate Olona,NO,CORTI SRL,"VIA DELLA REPUBBLICA, 5",A,0.00,3425.00,3425.00,2013
12108,VA,Olgiate Olona,NO,ESSELUNGA SPA,"VIA FAGNANO, 10",,2985.00,1390.00,4375.00,2013
12108,VA,Olgiate Olona,NO,CORTI SRL,"VIA DELLA REPUBBLICA, 5",A,0.00,3425.00,3425.00,2014
12108,VA,Olgiate Olona,NO,ESSELUNGA SPA,"VIA FAGNANO, 10",,2985.00,1390.00,4375.00,2014
12108,VA,Olgiate Olona,NO,ESSELUNGA SPA,"VIA FAGNANO, 10",,2985.00,1390.00,4375.00,2015
12108,VA,Olgiate Olona,NO,CORTI SRL,"VIA DELLA REPUBBLICA, 5",A,0.00,3425.00,3425.00,2015
12108,VA,Olgiate Olona,NO,GARDEN PROJECT SRL (*),"VIA BUSTO FAGNANO, 52",D,150.00,3600.00,3750.00,2015
12108,VA,Olgiate Olona,NO,ESSELUNGA SPA,"VIA FAGNANO, 10",,2985.00,1390.00,4375.00,2016
12108,VA,Olgiate Olona,NO,CORTI SRL,"VIA DELLA REPUBBLICA, 5",A,0.00,3425.00,3425.00,2016
12108,VA,Olgiate Olona,NO,GARDEN PROJECT SRL,"VIA BUSTO FAGNANO, 52",D,150.00,3600.00,3750.00,2016
12108,VA,Olgiate Olona,NO,GARDEN PROJECT SRL,"VIA BUSTO FAGNANO, 52",D,150.00,3600.00,3750.00,2017
12108,VA,Olgiate Olona,NO,CORTI SRL,"VIA DELLA REPUBBLICA, 5",A,0.00,3425.00,3425.00,2017
12108,VA,Olgiate Olona,NO,ESSELUNGA SPA,"VIA FAGNANO, 10",,2985.00,1390.00,4375.00,2017
12108,VA,Olgiate Olona,NO,CORTI SRL,"VIA DELLA REPUBBLICA, 5",A,0.00,3425.00,3425.00,2018
12108,VA,Olgiate Olona,NO,GARDEN PROJECT SRL,"VIA BUSTO FAGNANO, 52",D,150.00,3600.00,3750.00,2018
12108,VA,Olgiate Olona,NO,ESSELUNGA SPA,"VIA FAGNANO, 10",,2985.00,1390.00,4375.00,2018
12108,VA,Olgiate Olona,NO,GARDEN PROJECT SRL,"VIA BUSTO FAGNANO, 52",D,150.00,3600.00,3750.00,2019
12108,VA,Olgiate Olona,NO,CORTI SRL,"VIA DELLA REPUBBLICA, 5",A,0.00,3425.00,3425.00,2019
12108,VA,Olgiate Olona,NO,ESSELUNGA SPA,"VIA FAGNANO, 10",,2985.00,1390.00,4375.00,2019
12108,VA,Olgiate Olona,NO,ESSELUNGA SPA,"VIA FAGNANO, 10",,2985.00,1390.00,4375.00,2020
12108,VA,Olgiate Olona,NO,CORTI SRL,"VIA DELLA REPUBBLICA, 5",A,0.00,3425.00,3425.00,2020
12108,VA,Olgiate Olona,NO,GARDEN PROJECT SRL,"VIA BUSTO FAGNANO, 52",D,150.00,3600.00,3750.00,2020
12108,VA,Olgiate Olona,NO,GARDEN PROJECT SRL,"VIA BUSTO FAGNANO, 52",D,150.00,3600.00,3750.00,2021
12108,VA,Olgiate Olona,NO,CORTI SRL,"VIA DELLA REPUBBLICA, 5",A,0.00,3425.00,3425.00,2021
12108,VA,Olgiate Olona,NO,ESSELUNGA SPA,"VIA FAGNANO, 10",,2985.00,1390.00,4375.00,2021
12108,VA,Olgiate Olona,NO,GARDEN PROJECT SRL,"VIA BUSTO FAGNANO, 52",D,150.00,3600.00,3750.00,2022
12108,VA,Olgiate Olona,NO,CORTI SRL,"VIA DELLA REPUBBLICA, 5",A,0.00,3425.00,3425.00,2022
12108,VA,Olgiate Olona,NO,ESSELUNGA SPA,"VIA FAGNANO, 10",,2985.00,1390.00,4375.00,2022
12108,VA,Olgiate Olona,NO,GIARDINERIA SRL,"VIA BUSTO FAGNANO, 52",D,150.00,5662.00,5812.00,2023
12108,VA,Olgiate Olona,NO,CORTI SRL,"VIA DELLA REPUBBLICA, 5",A,0.00,3425.00,3425.00,2023
12108,VA,Olgiate Olona,NO,ESSELUNGA SPA,"VIA FAGNANO, 10",,2985.00,1390.00,4375.00,2023
12092,VA,Luino,NO,NOVACOOP,"VIA GHIRINGHELLI, 1",,1445.00,1475.00,2920.00,2005
12092,VA,Luino,NO,NOVACOOP,"VIA GHIRINGHELLI, 1",,1445.00,1475.00,2920.00,2006
12092,VA,Luino,NO,NOVACOOP,"VIA GHIRINGHELLI, 1",,1920.00,1000.00,2920.00,2007
12092,VA,Luino,NO,NOVACOOP,"VIA GHIRINGHELLI, 1",,1920.00,1000.00,2920.00,2008
12092,VA,Luino,NO,NOVACOOP,"VIA GHIRINGHELLI, 1",,1920.00,1000.00,2920.00,2009
12092,VA,Luino,NO,NOVACOOP,"VIA GHIRINGHELLI, 1",,1920.00,1000.00,2920.00,2010
12092,VA,Luino,NO,NOVACOOP,"VIA GHIRINGHELLI, 1",,1920.00,1000.00,2920.00,2011
12092,VA,Luino,NO,NOVACOOP,"VIA GHIRINGHELLI, 1",,1920.00,1000.00,2920.00,2012
12092,VA,Luino,NO,NOVACOOP,"VIA GHIRINGHELLI, 1",,1920.00,1000.00,2920.00,2013
12092,VA,Luino,NO,NOVACOOP,"VIA GHIRINGHELLI, 1",,1920.00,1000.00,2920.00,2014
12092,VA,Luino,NO,NOVACOOP,"VIA GHIRINGHELLI, 1",,1920.00,1000.00,2920.00,2015
12092,VA,Luino,NO,NOVACOOP,"VIA GHIRINGHELLI, 1",,1920.00,1000.00,2920.00,2016
12092,VA,Luino,NO,NOVACOOP,"VIA GHIRINGHELLI, 1",,1920.00,1000.00,2920.00,2017
12092,VA,Luino,NO,NOVACOOP,"VIA GHIRINGHELLI, 1",,1920.00,1000.00,2920.00,2018
12092,VA,Luino,NO,NOVACOOP,"VIA GHIRINGHELLI, 1",,1920.00,1000.00,2920.00,2019
12092,VA,Luino,NO,NOVACOOP,"VIA GHIRINGHELLI, 1",,1920.00,1000.00,2920.00,2020
12092,VA,Luino,NO,NOVACOOP,"VIA GHIRINGHELLI, 1",,1920.00,1000.00,2920.00,2021
12092,VA,Luino,NO,NOVACOOP,"VIA GHIRINGHELLI, 1",,1920.00,1000.00,2920.00,2022
